state,district,case,cured,active,death
"tamil nadu","tiruppur","<div class=""td-dc"">3912</div><div class=""td-ddc""><span class=""skgm-inc""></span>120</div>","<div class=""td-dr"">2545</div><div class=""td-ddr""><span class=""skgm-inc""></span>120</div>","<div class=""td-da"">1284</div>","<div class=""td-dd"">83</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tamil nadu","nagapattinam","<div class=""td-dc"">3585</div><div class=""td-ddc""><span class=""skgm-inc""></span>172</div>","<div class=""td-dr"">2442</div><div class=""td-ddr""><span class=""skgm-inc""></span>95</div>","<div class=""td-da"">1085</div>","<div class=""td-dd"">58</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tamil nadu","tirupathur","<div class=""td-dc"">3421</div><div class=""td-ddc""><span class=""skgm-inc""></span>82</div>","<div class=""td-dr"">2869</div><div class=""td-ddr""><span class=""skgm-inc""></span>45</div>","<div class=""td-da"">483</div>","<div class=""td-dd"">69</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tamil nadu","ariyalur","<div class=""td-dc"">3192</div><div class=""td-ddc""><span class=""skgm-inc""></span>44</div>","<div class=""td-dr"">2773</div><div class=""td-ddr""><span class=""skgm-inc""></span>79</div>","<div class=""td-da"">383</div>","<div class=""td-dd"">36</div><div class=""td-ddd""></div>"
"tamil nadu","namakkal","<div class=""td-dc"">2888</div><div class=""td-ddc""><span class=""skgm-inc""></span>93</div>","<div class=""td-dr"">2088</div><div class=""td-ddr""><span class=""skgm-inc""></span>60</div>","<div class=""td-da"">753</div>","<div class=""td-dd"">47</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tamil nadu","krishnagiri","<div class=""td-dc"">2790</div><div class=""td-ddc""><span class=""skgm-inc""></span>75</div>","<div class=""td-dr"">2085</div><div class=""td-ddr""><span class=""skgm-inc""></span>49</div>","<div class=""td-da"">664</div>","<div class=""td-dd"">41</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"tamil nadu","nilgiris","<div class=""td-dc"">2058</div><div class=""td-ddc""><span class=""skgm-inc""></span>69</div>","<div class=""td-dr"">1627</div><div class=""td-ddr""><span class=""skgm-inc""></span>60</div>","<div class=""td-da"">417</div>","<div class=""td-dd"">14</div><div class=""td-ddd""></div>"
"tamil nadu","karur","<div class=""td-dc"">1986</div><div class=""td-ddc""><span class=""skgm-inc""></span>38</div>","<div class=""td-dr"">1553</div><div class=""td-ddr""><span class=""skgm-inc""></span>36</div>","<div class=""td-da"">402</div>","<div class=""td-dd"">31</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"tamil nadu","airport quarantine","<div class=""td-dc"">1801</div><div class=""td-ddc""></div>","<div class=""td-dr"">1719</div><div class=""td-ddr""></div>","<div class=""td-da"">81</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"tamil nadu","dharmapuri","<div class=""td-dc"">1674</div><div class=""td-ddc""><span class=""skgm-inc""></span>114</div>","<div class=""td-dr"">1216</div><div class=""td-ddr""><span class=""skgm-inc""></span>11</div>","<div class=""td-da"">442</div>","<div class=""td-dd"">16</div><div class=""td-ddd""></div>"
"tamil nadu","perambalur","<div class=""td-dc"">1461</div><div class=""td-ddc""><span class=""skgm-inc""></span>15</div>","<div class=""td-dr"">1350</div><div class=""td-ddr""><span class=""skgm-inc""></span>15</div>","<div class=""td-da"">93</div>","<div class=""td-dd"">18</div><div class=""td-ddd""></div>"
"tamil nadu","railway quarantine","<div class=""td-dc"">428</div><div class=""td-ddc""></div>","<div class=""td-dr"">426</div><div class=""td-ddr""></div>","<div class=""td-da"">2</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"tamil nadu","other state","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">-3</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"karnataka","bengaluru urban","<div class=""td-dc"">157044</div><div class=""td-ddc""><span class=""skgm-inc""></span>3419</div>","<div class=""td-dr"">112536</div><div class=""td-ddr""><span class=""skgm-inc""></span>1564</div>","<div class=""td-da"">42200</div>","<div class=""td-dd"">2307</div><div class=""td-ddd""><span class=""skgm-inc""></span>41</div>"
"karnataka","ballari","<div class=""td-dc"">25029</div><div class=""td-ddc""><span class=""skgm-inc""></span>559</div>","<div class=""td-dr"">20201</div><div class=""td-ddr""><span class=""skgm-inc""></span>491</div>","<div class=""td-da"">4513</div>","<div class=""td-dd"">315</div><div class=""td-ddd""><span class=""skgm-inc""></span>8</div>"
"karnataka","mysuru","<div class=""td-dc"">23138</div><div class=""td-ddc""><span class=""skgm-inc""></span>500</div>","<div class=""td-dr"">15909</div><div class=""td-ddr""><span class=""skgm-inc""></span>475</div>","<div class=""td-da"">6693</div>","<div class=""td-dd"">536</div><div class=""td-ddd""><span class=""skgm-inc""></span>13</div>"
"karnataka","dakshina kannada","<div class=""td-dc"">15762</div><div class=""td-ddc""><span class=""skgm-inc""></span>310</div>","<div class=""td-dr"">12244</div><div class=""td-ddr""><span class=""skgm-inc""></span>256</div>","<div class=""td-da"">3100</div>","<div class=""td-dd"">416</div><div class=""td-ddd""><span class=""skgm-inc""></span>6</div>"
"karnataka","belagavi","<div class=""td-dc"">15343</div><div class=""td-ddc""><span class=""skgm-inc""></span>390</div>","<div class=""td-dr"">10800</div><div class=""td-ddr""><span class=""skgm-inc""></span>219</div>","<div class=""td-da"">4319</div>","<div class=""td-dd"">224</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"karnataka","dharwad","<div class=""td-dc"">13603</div><div class=""td-ddc""><span class=""skgm-inc""></span>226</div>","<div class=""td-dr"">10796</div><div class=""td-ddr""><span class=""skgm-inc""></span>312</div>","<div class=""td-da"">2418</div>","<div class=""td-dd"">389</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"karnataka","kalaburagi","<div class=""td-dc"">13491</div><div class=""td-ddc""><span class=""skgm-inc""></span>241</div>","<div class=""td-dr"">11143</div><div class=""td-ddr""><span class=""skgm-inc""></span>195</div>","<div class=""td-da"">2115</div>","<div class=""td-dd"">233</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","udupi","<div class=""td-dc"">13356</div><div class=""td-ddc""><span class=""skgm-inc""></span>258</div>","<div class=""td-dr"">11209</div><div class=""td-ddr""><span class=""skgm-inc""></span>218</div>","<div class=""td-da"">2026</div>","<div class=""td-dd"">121</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"karnataka","davanagere","<div class=""td-dc"">11892</div><div class=""td-ddc""><span class=""skgm-inc""></span>255</div>","<div class=""td-dr"">8969</div><div class=""td-ddr""><span class=""skgm-inc""></span>405</div>","<div class=""td-da"">2703</div>","<div class=""td-dd"">220</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","shivamogga","<div class=""td-dc"">10864</div><div class=""td-ddc""><span class=""skgm-inc""></span>555</div>","<div class=""td-dr"">7822</div><div class=""td-ddr""><span class=""skgm-inc""></span>240</div>","<div class=""td-da"">2863</div>","<div class=""td-dd"">179</div><div class=""td-ddd""><span class=""skgm-inc""></span>6</div>"
"karnataka","hassan","<div class=""td-dc"">10683</div><div class=""td-ddc""><span class=""skgm-inc""></span>270</div>","<div class=""td-dr"">7485</div><div class=""td-ddr""><span class=""skgm-inc""></span>263</div>","<div class=""td-da"">2978</div>","<div class=""td-dd"">220</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"karnataka","raichur","<div class=""td-dc"">8789</div><div class=""td-ddc""><span class=""skgm-inc""></span>214</div>","<div class=""td-dr"">6911</div><div class=""td-ddr""><span class=""skgm-inc""></span>176</div>","<div class=""td-da"">1766</div>","<div class=""td-dd"">112</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"karnataka","koppal","<div class=""td-dc"">8309</div><div class=""td-ddc""><span class=""skgm-inc""></span>150</div>","<div class=""td-dr"">6329</div><div class=""td-ddr""><span class=""skgm-inc""></span>193</div>","<div class=""td-da"">1807</div>","<div class=""td-dd"">173</div><div class=""td-ddd""><span class=""skgm-inc""></span>6</div>"
"karnataka","tumakuru","<div class=""td-dc"">7828</div><div class=""td-ddc""><span class=""skgm-inc""></span>242</div>","<div class=""td-dr"">5385</div><div class=""td-ddr""><span class=""skgm-inc""></span>85</div>","<div class=""td-da"">2263</div>","<div class=""td-dd"">180</div><div class=""td-ddd""><span class=""skgm-inc""></span>5</div>"
"karnataka","bagalkote","<div class=""td-dc"">7618</div><div class=""td-ddc""><span class=""skgm-inc""></span>219</div>","<div class=""td-dr"">6396</div><div class=""td-ddr""><span class=""skgm-inc""></span>169</div>","<div class=""td-da"">1139</div>","<div class=""td-dd"">83</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","vijayapura","<div class=""td-dc"">7507</div><div class=""td-ddc""><span class=""skgm-inc""></span>57</div>","<div class=""td-dr"">6731</div><div class=""td-ddr""><span class=""skgm-inc""></span>21</div>","<div class=""td-da"">649</div>","<div class=""td-dd"">127</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","mandya","<div class=""td-dc"">7442</div><div class=""td-ddc""><span class=""skgm-inc""></span>224</div>","<div class=""td-dr"">5188</div><div class=""td-ddr""><span class=""skgm-inc""></span>127</div>","<div class=""td-da"">2175</div>","<div class=""td-dd"">79</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"karnataka","gadag","<div class=""td-dc"">6935</div><div class=""td-ddc""><span class=""skgm-inc""></span>155</div>","<div class=""td-dr"">5188</div><div class=""td-ddr""><span class=""skgm-inc""></span>155</div>","<div class=""td-da"">1647</div>","<div class=""td-dd"">100</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","yadgir","<div class=""td-dc"">6436</div><div class=""td-ddc""><span class=""skgm-inc""></span>95</div>","<div class=""td-dr"">5113</div><div class=""td-ddr""><span class=""skgm-inc""></span>72</div>","<div class=""td-da"">1278</div>","<div class=""td-dd"">45</div><div class=""td-ddd""></div>"
"karnataka","uttara kannada","<div class=""td-dc"">6354</div><div class=""td-ddc""><span class=""skgm-inc""></span>260</div>","<div class=""td-dr"">4468</div><div class=""td-ddr""><span class=""skgm-inc""></span>82</div>","<div class=""td-da"">1820</div>","<div class=""td-dd"">66</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","bengaluru rural","<div class=""td-dc"">5925</div><div class=""td-ddc""><span class=""skgm-inc""></span>79</div>","<div class=""td-dr"">4704</div><div class=""td-ddr""><span class=""skgm-inc""></span>114</div>","<div class=""td-da"">1171</div>","<div class=""td-dd"">50</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","haveri","<div class=""td-dc"">5759</div><div class=""td-ddc""><span class=""skgm-inc""></span>169</div>","<div class=""td-dr"">4526</div><div class=""td-ddr""><span class=""skgm-inc""></span>214</div>","<div class=""td-da"">1111</div>","<div class=""td-dd"">122</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","chikkamagaluru","<div class=""td-dc"">5541</div><div class=""td-ddc""><span class=""skgm-inc""></span>73</div>","<div class=""td-dr"">3825</div><div class=""td-ddr""><span class=""skgm-inc""></span>123</div>","<div class=""td-da"">1623</div>","<div class=""td-dd"">93</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","chikkaballapura","<div class=""td-dc"">5202</div><div class=""td-ddc""><span class=""skgm-inc""></span>141</div>","<div class=""td-dr"">4207</div><div class=""td-ddr""><span class=""skgm-inc""></span>171</div>","<div class=""td-da"">925</div>","<div class=""td-dd"">69</div><div class=""td-ddd""></div>"
"karnataka","bidar","<div class=""td-dc"">5102</div><div class=""td-ddc""><span class=""skgm-inc""></span>59</div>","<div class=""td-dr"">4431</div><div class=""td-ddr""><span class=""skgm-inc""></span>98</div>","<div class=""td-da"">524</div>","<div class=""td-dd"">143</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","kolar","<div class=""td-dc"">4182</div><div class=""td-ddc""><span class=""skgm-inc""></span>97</div>","<div class=""td-dr"">3403</div><div class=""td-ddr""><span class=""skgm-inc""></span>53</div>","<div class=""td-da"">710</div>","<div class=""td-dd"">69</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"karnataka","chitradurga","<div class=""td-dc"">4086</div><div class=""td-ddc""><span class=""skgm-inc""></span>94</div>","<div class=""td-dr"">2621</div><div class=""td-ddr""><span class=""skgm-inc""></span>209</div>","<div class=""td-da"">1438</div>","<div class=""td-dd"">27</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"karnataka","ramanagara","<div class=""td-dc"">3897</div><div class=""td-ddc""><span class=""skgm-inc""></span>109</div>","<div class=""td-dr"">3138</div><div class=""td-ddr""><span class=""skgm-inc""></span>78</div>","<div class=""td-da"">722</div>","<div class=""td-dd"">37</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"karnataka","chamarajanagara","<div class=""td-dc"">2775</div><div class=""td-ddc""><span class=""skgm-inc""></span>60</div>","<div class=""td-dr"">2322</div><div class=""td-ddr""><span class=""skgm-inc""></span>41</div>","<div class=""td-da"">396</div>","<div class=""td-dd"">46</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"karnataka","kodagu","<div class=""td-dc"">1802</div><div class=""td-ddc""><span class=""skgm-inc""></span>60</div>","<div class=""td-dr"">1400</div><div class=""td-ddr""><span class=""skgm-inc""></span>41</div>","<div class=""td-da"">378</div>","<div class=""td-dd"">24</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"karnataka","other state","<div class=""td-dc"">36</div><div class=""td-ddc""></div>","<div class=""td-dr"">33</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"uttar pradesh","lucknow","<div class=""td-dc"">35121</div><div class=""td-ddc""><span class=""skgm-inc""></span>788</div>","<div class=""td-dr"">26046</div><div class=""td-ddr""><span class=""skgm-inc""></span>835</div>","<div class=""td-da"">8606</div>","<div class=""td-dd"">469</div><div class=""td-ddd""><span class=""skgm-inc""></span>8</div>"
"uttar pradesh","kanpur nagar","<div class=""td-dc"">18324</div><div class=""td-ddc""><span class=""skgm-inc""></span>473</div>","<div class=""td-dr"">13580</div><div class=""td-ddr""><span class=""skgm-inc""></span>286</div>","<div class=""td-da"">4248</div>","<div class=""td-dd"">496</div><div class=""td-ddd""><span class=""skgm-inc""></span>7</div>"
"uttar pradesh","prayagraj","<div class=""td-dc"">12646</div><div class=""td-ddc""><span class=""skgm-inc""></span>459</div>","<div class=""td-dr"">8918</div><div class=""td-ddr""><span class=""skgm-inc""></span>379</div>","<div class=""td-da"">3535</div>","<div class=""td-dd"">193</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"uttar pradesh","gorakhpur","<div class=""td-dc"">11665</div><div class=""td-ddc""><span class=""skgm-inc""></span>221</div>","<div class=""td-dr"">8706</div><div class=""td-ddr""><span class=""skgm-inc""></span>316</div>","<div class=""td-da"">2795</div>","<div class=""td-dd"">164</div><div class=""td-ddd""><span class=""skgm-inc""></span>6</div>"
"uttar pradesh","varanasi","<div class=""td-dc"">9880</div><div class=""td-ddc""><span class=""skgm-inc""></span>179</div>","<div class=""td-dr"">7754</div><div class=""td-ddr""><span class=""skgm-inc""></span>200</div>","<div class=""td-da"">1932</div>","<div class=""td-dd"">194</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"uttar pradesh","ghaziabad","<div class=""td-dc"">9820</div><div class=""td-ddc""><span class=""skgm-inc""></span>183</div>","<div class=""td-dr"">8151</div><div class=""td-ddr""><span class=""skgm-inc""></span>97</div>","<div class=""td-da"">1596</div>","<div class=""td-dd"">73</div><div class=""td-ddd""></div>"
"uttar pradesh","gautam buddha nagar","<div class=""td-dc"">9356</div><div class=""td-ddc""><span class=""skgm-inc""></span>230</div>","<div class=""td-dr"">7612</div><div class=""td-ddr""><span class=""skgm-inc""></span>132</div>","<div class=""td-da"">1696</div>","<div class=""td-dd"">48</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"uttar pradesh","bareilly","<div class=""td-dc"">7818</div><div class=""td-ddc""><span class=""skgm-inc""></span>205</div>","<div class=""td-dr"">5904</div><div class=""td-ddr""><span class=""skgm-inc""></span>110</div>","<div class=""td-da"">1787</div>","<div class=""td-dd"">127</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"uttar pradesh","moradabad","<div class=""td-dc"">6189</div><div class=""td-ddc""><span class=""skgm-inc""></span>127</div>","<div class=""td-dr"">4805</div><div class=""td-ddr""><span class=""skgm-inc""></span>161</div>","<div class=""td-da"">1271</div>","<div class=""td-dd"">113</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"uttar pradesh","aligarh","<div class=""td-dc"">5669</div><div class=""td-ddc""><span class=""skgm-inc""></span>173</div>","<div class=""td-dr"">3784</div><div class=""td-ddr""><span class=""skgm-inc""></span>115</div>","<div class=""td-da"">1856</div>","<div class=""td-dd"">29</div><div class=""td-ddd""></div>"
